Wall time,Step,Value
1677725269.018414,0,2.8988499641418457
1677725466.081423,1,2.534414291381836
1677725660.872105,2,2.531787395477295
1677725855.63572,3,1.9288177490234375
1677726050.407419,4,1.7282639741897583
1677726246.412822,5,1.4398142099380493
1677726443.965292,6,1.3344624042510986
1677726641.963342,7,1.0321940183639526
1677726836.780854,8,0.8471136689186096
1677727032.147854,9,0.7241564989089966
1677727228.003816,10,0.5984288454055786
1677727423.377828,11,0.5142279863357544
1677727618.369527,12,0.4341645836830139
1677727814.16748,13,0.3941231071949005
1677728009.557829,14,0.35856470465660095
1677728205.971426,15,0.33843913674354553
1677728404.92298,16,0.3024594187736511
1677728602.823263,17,0.27912041544914246
1677728798.700708,18,0.25948095321655273
1677728993.912634,19,0.2357901632785797
1677729191.48676,20,0.22158706188201904
1677729390.236952,21,0.2000173181295395
1677729586.170853,22,0.18033190071582794
1677729781.747514,23,0.18598656356334686
1677729977.784578,24,0.16184721887111664
1677730173.809092,25,0.15507912635803223
1677730369.689971,26,0.14365212619304657
1677730565.958001,27,0.1325698047876358
1677730762.521142,28,0.11739308387041092
1677730959.602589,29,0.11378329247236252
1677731160.935617,30,0.11085793375968933
1677731363.385641,31,0.09651278704404831
1677731568.203501,32,0.08746787160634995
1677731774.635502,33,0.08661536127328873
1677731975.025081,34,0.08541709929704666
1677732176.84888,35,0.07960233837366104
1677732379.778306,36,0.07679211348295212
1677732582.28627,37,0.06307303160429001
1677732781.517822,38,0.07445664703845978
1677732984.208214,39,0.06390124559402466
1677733185.131934,40,0.05744805186986923
1677733388.337169,41,0.05233745276927948
1677733586.080371,42,0.05458979308605194
1677733786.648806,43,0.049918048083782196
1677733986.537144,44,0.054158978164196014
1677734187.628708,45,0.051420606672763824
1677734387.794698,46,0.040564585477113724
1677734586.50983,47,0.04325622320175171
1677734784.985141,48,0.043710481375455856
1677734984.48184,49,0.040779124945402145
